Arızanın detaylarını yazın — bakım ekibine bu bilgi iletilecek.,Notieren Sie die Einzelheiten des Fehlers – diese Informationen werden an das Wartungsteam weitergeleitet.
Ayarlar Eksik,Einstellungen fehlen
Açıklama,Erläuterung
Açıklama (Opsiyonel),Beschreibung (optional)
Açıklama Zorunlu,Beschreibung Erforderlich
Açıklama yok,Keine Beschreibung
Aşama,Bühne
Aşağıdaki döviz dönüşümleri için kur bilgisi bulunamadı:\n{0},Für die folgenden Währungsumrechnungen wurden keine Wechselkursinformationen gefunden:\n{0}
Bakım,Pflege
Bakım Talimatı,Wartungsanleitung
Bakım talimatı bulunamadı.,Keine Wartungsanleitung gefunden.
Barkod boş olamaz.,Der Barcode darf nicht leer sein.
Barkod kaydı eklendi,Barcode-Datensatz hinzugefügt
Barkod kaydı güncellendi,Barcode-Datensatz aktualisiert
Barkod kaydı silindi,Barcode-Datensatz gelöscht
Barkod satır kimliği (row name) bulunamadı.,Der Name der Barcode-Zeile konnte nicht gefunden werden.
Barkod satırı bulunamadı (rowname: {0}).,Barcodezeile nicht gefunden (Zeilenname: {0}).
Bağlı Stok Belgesi,Schuldverschreibungszertifikat
Başarılı,Erfolgreich
Başlamamış bir işlemde duruş yapılamaz.,"Ein Prozess, der nicht gestartet wurde, kann nicht gestoppt werden."
Başlamamış işlem bitirilemez.,"Ein Prozess, der nicht begonnen hat, kann nicht beendet werden."
Başlangıç Tarihi,Startdatum
Başlangıç Tarihi Bitiş Tarihinden sonra olamaz,Das Startdatum darf nicht nach dem Enddatum liegen
Başlat,Starten
"Beklenmeyen bir hata oluştu, işlem yapılamadı. Hata detayları sistem loglarına kaydedildi.",Ein unerwarteter Fehler ist aufgetreten. Der Vorgang konnte nicht ausgeführt werden. Fehlerdetails wurden in den Systemprotokollen aufgezeichnet.
Bekleyen güncellemeler var...,Es gibt ausstehende Updates...
Belge Yaratılış Tarihi,Erstellungsdatum des Dokuments
Bildir,Bericht
Bilgiler,Information
Bilinmeyen change_type: {0},Unbekannt
Bilinmiyor,Unbekannt
Birim,Einheit
Birim ve Depo bilgileri İş Emri üzerinden otomatik atanacaktır.,Einheiten- und Lagerinformationen werden automatisch über den Arbeitsauftrag zugewiesen.
Bitir,Beenden
Bitiş Tarihi,Enddatum
Bitmiş,Fertig
Bitmiş bir işlemde duruş yapılamaz.,Bei einer abgeschlossenen Transaktion kann kein Stop vorgenommen werden.
Boş Stokları Yoksay,Ignorieren Sie leere Bestände
Bu IDC kodu Work Order BOM içinde yok. Başka bir ürüne ait IDC eklenemez.,Dieser IDC-Code ist in der Arbeitsauftragsstückliste nicht vorhanden. IDC für ein anderes Produkt kann nicht hinzugefügt werden.
Bu IDC ölçüm satırı silinecek. Emin misiniz?,Diese IDC-Messzeile wird gelöscht. Bist du sicher?
Bu barkod satırı silinecek. Emin misiniz?,Diese Barcodezeile wird gelöscht. Bist du sicher?
Bu barkoda ait bir İş Emri bulunamadı: {0},Für diesen Barcode wurde kein Arbeitsauftrag gefunden: {0}
Bu belge için bir Stok Girişi Tipi seçilmemiş.,Für dieses Dokument wurde kein Lagereintragstyp ausgewählt.
Bu depo grubunda stoğu olan ürün bulunamadı,In dieser Lagergruppe wurden keine vorrätigen Produkte gefunden
Bu durumdaki bir İş Emri için kart açılamaz: {0},Für einen Arbeitsauftrag mit diesem Status kann keine Karte geöffnet werden: {0}
Bu enjeksiyon ölçüm satırı silinecek. Emin misiniz?,Diese Injektionsmesszeile wird gelöscht. Bist du sicher?
Bu etiket henüz yazıcıya gönderilmemiş.,Dieses Etikett wurde noch nicht an den Drucker gesendet.
Bu etiketi tekrar yazıcıya göndermek istediğinize emin misiniz?,Möchten Sie dieses Etikett wirklich noch einmal an den Drucker senden?
Bu hurda satırı silinecek. Emin misiniz?,Diese Ausschusszeile wird gelöscht. Bist du sicher?
Bu irsaliyeye ait tüm etiketleri tekrar yazıcıya göndermek istiyor musunuz?,Möchten Sie alle Etiketten für diesen Lieferschein erneut an den Drucker senden?
Bu işlem satırı silinecek. Emin misiniz?,Diese Transaktionszeile wird gelöscht. Bist du sicher?
Bu işlem zaten durdurulmuş.,Dieser Vorgang wurde bereits gestoppt.
Bu kart henüz bitirilmemiş. Gönderim (Submit) yapabilmek için önce işlemi bitirmelisiniz.,"Diese Karte ist noch nicht fertig. Bevor Sie senden können, müssen Sie den Vorgang abschließen."
Bu kart zaten bitmiş.,Diese Karte ist bereits fertig.
Bu karta bağlı bir kalite belgesi ({0}) bulunmaktadır. Durum değişikliği sadece ilgili belge üzerinden yapılabilir.,Dieser Karte ist ein Qualitätszertifikat ({0}) beigefügt. Statusänderungen können nur über das entsprechende Dokument vorgenommen werden.
Bu krimp ölçüm satırı silinecek. Emin misiniz?,Diese Crimp-Messzeile wird gelöscht. Bist du sicher?
Bu kullanıcı için Employee kaydı bulunamadı. Employee.user_id / company_email / personal_email eşleşmeli: {0},Für diesen Benutzer wurden keine Mitarbeiterdatensätze gefunden. Employee.user_id / company_email / personal_email muss übereinstimmen: {0}
Bu operasyon kombinasyonu zaten tanımlı: {0} / {1} / {2} (Kayıt: {3}),Diese Kombination von Operationen ist bereits definiert: {0} / {1} / {2} (Register: {3})
Bu Çalışma Kartı'na ait zaten bir kalite belgesi ({0}) bulunmaktadır. Yeni bir tane oluşturulamaz.,Für diese Personalzeiterfassung liegt bereits ein Qualitätszertifikat ({0}) vor. Es kann kein neues erstellt werden.
Bu çalışma kartı için yetkiniz yok.,Sie sind für diese Personalzeiterfassung nicht berechtigt.
Bu çalışma kartını düzenleme yetkiniz yok.,"Sie sind nicht berechtigt, diese Personalzeiterfassung zu bearbeiten."
Bu çalışma kartını görüntüleme yetkiniz yok.,"Sie sind nicht berechtigt, diese Personalzeiterfassung anzuzeigen."
Bu İş Emri için okuma yetkiniz yok.,Sie haben keine Leseberechtigung für diesen Arbeitsauftrag.
Bu İş Kartı için okuma yetkiniz yok.,Sie haben keine Leseberechtigung für diese Jobkarte.
Bu İşlem için yetkiniz yok.,Sie sind für diese Transaktion nicht berechtigt.
Bu şablonda parametre tanımlanmamış.,In dieser Vorlage sind keine Parameter definiert.
Calisma Karti Tag Ekleme Hatası,Fehler beim Hinzufügen des Personalzeiterfassungn-Tags
Daha fazla yükle,Mehr laden
Depo Grubu,Lagergruppe
Depo Grubu zorunludur,Die Lagergruppe ist obligatorisch
Depo Grubundan Toplu Reco Oluştur,Erstellen Sie eine Massenreco aus der Repository-Gruppe
Depodan Ürünleri Getir,Artikel aus Lagerhaus abrufen
Depolar (Bitmiş Ürün Depolarını Seçin),Lager (ausgewählte Lager für Fertigprodukte)
Depolar arası zıt yön,Entgegengesetzte Richtung zwischen Lagerhäusern
Devam Et,Weitermachen
Devam ediyor,Im Gange
Değer Türü,Werttyp
Dosyadan Yükle (Data Import),Aus Datei laden (Datenimport)
Duruş,In Wartestellung
Duruş Başlat,Starthaltung
Duruş Bilgisi,Haltungsinformationen
Duruş Kaydedildi,Haltung gespeichert
Duruş Nedeni,Grund für die Unterbrechung
Duruş Süresi (dk),Ausfallzeit (min.)
Duruş kaydı yok.,Es gibt keine Aufzeichnungen über den Stopp.
"Duruş nedeni ""Diger"" olduğunda açıklama girmek zorunludur.","Wenn der Grund für die Unterbrechung „Sonstiges“ ist, ist die Eingabe einer Begründung obligatorisch."
Duruş nedeni 'Diger' olduğunda açıklama girmek zorunludur.,"Wenn der Grund für die Unterbrechung „Sonstiges“ lautet, muss unbedingt eine Beschreibung eingegeben werden."
Duruş nedeni olarak 'Diger' seçildiğinde açıklama girmek zorunludur. Lütfen {0}. sıradaki duruş kaydının açıklamasını doldurunuz.,"Wenn „Sonstiges“ als Grund für die Sperrung ausgewählt wird, muss unbedingt eine Beschreibung eingegeben werden. Bitte {0}. Geben Sie die Beschreibung des nächsten Stoppdatensatzes ein."
Duruş sonlandırılıp işleme devam edilecek.,Der Stopp wird beendet und der Prozess wird fortgesetzt.
Duruşa geçmek için Duruş Nedeni belirtilmelidir.,"Um einen Stopp vorzunehmen, muss der Grund für den Stopp angegeben werden."
Duruşta,In Wartestellung
Dönem Aralığı,Begriffsbereich
Düzenle,Bearbeiten
Ekle,Hinzufügen
Eksik Kutu İçi Adedi Bilgisi,Fehlende Informationen zur Kartonmenge
Eksik Parametre,Fehlender Parameter
Eksik Süre (dk) [(Gün x {0}) - Net],Fehlende Zeit (Min.) [(Tag x {0}) – Netto]
Eksik Zorunlu Alan,Fehlendes Pflichtfeld
Employee eşleşmesi bulunamadı. Lütfen Employee kayıtlarında user_id / company_email / personal_email alanlarını kontrol edin. User: {0},Für „Mitarbeiter“ wurden keine Treffer gefunden. Bitte überprüfen Sie die Felder „user_id“ / „company_email“ / „personal_email“ in den Mitarbeiterdatensätzen. Benutzer: {0}
En az bir parametre eklemelisiniz.,Sie müssen mindestens einen Parameter hinzufügen.
Enjeksiyon satır kimliği bulunamadı.,Injektionszeilen-ID nicht gefunden.
Enjeksiyon Ölçümü Düzenle,Einspritzmessung bearbeiten
Enjeksiyon Ölçümü Ekle,Injektionsmessung hinzufügen
Enjeksiyon Ölçümü Kopyala,Injektionsmessung kopieren
Enjeksiyon ölçüm satırı bulunamadı (rowname: {0}).,Injektionsmesszeile nicht gefunden (Zeilenname: {0}).
Enjeksiyon ölçümü eklendi,Einspritzmessung hinzugefügt
Enjeksiyon ölçümü güncellendi,Einspritzmessung aktualisiert
Enjeksiyon ölçümü kopyalandı ve eklendi,Einspritzmessung kopiert und hinzugefügt
Enjeksiyon ölçümü silindi,Einspritzmessung gelöscht
Etiket,Ticket
Etiket (label) sağlanmalıdır.,Etikett muss vorhanden sein.
Etiket kuyruğa alındı. Kısa süre içinde yazıcıdan çıkacaktır.,Das Tag befindet sich in der Warteschlange. Es wird in kurzer Zeit aus dem Drucker ausgegeben.
Etiketler yazıcıya gönderildi.,Die Etiketten wurden an den Drucker gesendet.
Etiketler yazıcıya gönderiliyor...,Etiketten werden an den Drucker gesendet...
Etiketleri Yeniden Bas,Etiketten erneut drucken
"Fatura tutarı ({0}) teslimat değerinden ({1}) büyük. Miktar güncellenmedi, Sipariş Kapatılacak.","Der Rechnungsbetrag ({0}) ist größer als der Lieferwert ({1}). Menge nicht aktualisiert, Bestellung wird geschlossen."
Faturalandırılacak,Wird in Rechnung gestellt
Filtre Değeri,Filterwert
Filtreler yüklenirken bir hata oluştu.,Beim Laden der Filter ist ein Fehler aufgetreten.
GKK Bekliyor,GKK Ausstehend
Gerekli parametreler eksik: ürün ve template,Erforderliche Parameter fehlen: Produkt und Vorlage
Geri,Zurück
Geçersiz Fiyat,Ungültiger Preis
Geçersiz işlem tipi.,Ungültiger Transaktionstyp.
Geçersiz kalite kontrol durumu.,Ungültiger Qualitätskontrollstatus.
Geçersiz tarih: {0},Ungültiges Datum: {0}
Geçersiz yıl,Ungültiges Jahr
Geçersiz İş Emri,Ungültiger Arbeitsauftrag
Geçersiz İş Emri Durumu,Ungültiger Arbeitsauftragsstatus
Geçersiz İş Kartı,Ungültige Jobkarte
Geçmiş tarihler için rapor çalıştırılamaz. {0} sonrası seçiniz.,Berichte können nicht für vergangene Daten ausgeführt werden. Wählen Sie nach {0} aus.
Gruplama Şekli,Gruppierungstyp
Gönderim Engellendi,Übermittlung blockiert
Görsel Kontroller,Visuelle Kontrollen
Gösterilecek Operatör Sayısı,Anzahl der anzuzeigenden Operatoren
Göz Kontrol,Augenkontrolle
Güncelle,Aktualisieren
Güncelleme hatası: {0},Aktualisierungsfehler: {0}
Güncellenen SO,SO aktualisiert
Güncellenme,Aktualisiert
Günlük Bakım Onayı,Tägliche Wartungsgenehmigung
Günlük bakım kaydı oluşturuldu ve onaylandı.,Tägliches Wartungsprotokoll erstellt und genehmigt.
Günlük bakımı talimata göre kontrol ettim ve sorun bulunmamıştır.,Ich habe die tägliche Wartung gemäß den Anweisungen überprüft und es wurden keine Probleme festgestellt.
Hata,Fehler
Hatalar,Fehler
Hazır,Bereit
Hazırlayan Operatör,Vom Betreiber vorbereitet
Hedef Döviz,Zielwährung
Henüz arıza bildirimi yapılmamış.,Es wurde bisher keine Störung gemeldet.
Henüz bakım kaydı yok.,Es liegen noch keine Wartungsaufzeichnungen vor.
Hurda Düzenle,Ausschuss bearbeiten
Hurda Ekle,Schrott hinzufügen
Hurda Nedeni,Grund für Verschrottung
Hurda Nedeni geçersiz. Lütfen listeden seçin.,Der Ausschussgrund ist ungültig. Bitte wählen Sie aus der Liste aus.
Hurda eklendi,Schrott hinzugefügt
Hurda güncellendi,Schrott aktualisiert
Hurda kaydı yok.,Es gibt kein Schrottprotokoll.
Hurda satır kimliği (row name) bulunamadı.,Die Ausschusszeilen-ID (Zeilenname) konnte nicht gefunden werden.
Hurda satırı bulunamadı (rowname: {0}).,Ausschusszeile nicht gefunden (Zeilenname: {0}).
Hurda silindi,Schrott gelöscht
IDC satır kimliği (row name) bulunamadı.,IDC-Zeilenname nicht gefunden.
IDC Ölçümü Düzenle,IDC-Messung bearbeiten
IDC Ölçümü Ekle,IDC-Messung hinzufügen
IDC Ölçümü Kopyala,IDC-Messung kopieren
IDC ölçüm satırı bulunamadı (rowname: {0}).,IDC-Messzeile nicht gefunden (Zeilenname: {0}).
IDC ölçümü eklendi,IDC-Messung hinzugefügt
IDC ölçümü güncellendi,IDC-Messung aktualisiert
IDC ölçümü kopyalandı ve eklendi,IDC-Messung kopiert und hinzugefügt
IDC ölçümü silindi,IDC-Messung gelöscht
KTA,KTA
KTA Sevk Parametreleri'nde eşleşmeyen müşteri/adres kayıtları (ilk 10):<br><br>{0},Nicht übereinstimmende Kunden-/Adressdatensätze in den KTA-Versandparametern (Top 10):<br><br>{0}
Kablo ve Kontak Bilgileri,Kabel- und Kontaktinformationen
Kalite,Qualität
Kalite Kontrol Gönderim Hatası {0},Fehler bei der Übermittlung bei der Qualitätskontrolle {0}
Kalite Muayene Formu,Qualitätsprüfformular
Kalite Ret Formu,Qualitätsablehnungsformular
Kalite Sorumlusu,Qualitätsbeauftragter
Kalite belgesi oluşturuldu ve onaylandı,Qualitätszertifikat erstellt und genehmigt
Kalite belgesi oluşturuldu ve reddedildi,Qualitätszertifikat erstellt und abgelehnt
Kalite durumu güncellendi,Qualitätsstatus aktualisiert
Kalite kontrol belgesi olmadan reddetmek istediğinizden emin misiniz?,"Sind Sie sicher, dass Sie ohne Qualitätskontrollzertifikat ablehnen möchten?"
Kalite Şablonu,Qualitätsvorlage
Kalıp No,Form-Nr.
Kapalı,Geschlossen
Kapasite Dengeleme Yapılsın mı?,Kapazitätsausgleich durchführen?
Kapatılan SO,SO geschlossen
Kart Sayısı,Anzahl der Karten
Karşılaştırma için önceki Satış Siparişi Güncelleme kaydı bulunamadı (bu ilk kayıt).,Für den Vergleich wurde kein früherer Datensatz zur Aktualisierung von Kundenaufträgen gefunden (dies ist der erste Datensatz).
Karşılaştırma senkronizasyonu kuyruğa alındı.,Benchmark-Synchronisierung in der Warteschlange.
Karşılaştırma tamamlandı.,Vergleich abgeschlossen.
Karşılaştırma yapılıyor...,Es wird ein Vergleich durchgeführt...
Kaydediliyor...,Aufnahme...
Kaydet,Speichern
Kaydet ve Onayla,Speichern und Einreichen
Kaydet ve Reddet,Speichern und Ablehnen
Kayıt bulunamadı.,Kein Datensatz gefunden.
Kayıt yok,Keine Aufzeichnung
Kayıt yok.,Keine Aufzeichnung.
Kontrol Periyodu,Kontrollzeitraum
Kopyalama başarısız.,Der Kopiervorgang ist fehlgeschlagen.
Kopyalandı,Kopiert
Krimp Book değerleri yüklendi,Krimp-Buchwerte geladen
Krimp satır kimliği bulunamadı.,Crimpreihen-ID nicht gefunden.
Krimp Ölçümü Düzenle,Crimpmessung bearbeiten
Krimp Ölçümü Ekle,Crimpmessung hinzufügen
Krimp Ölçümü Kopyala,Crimpmessung kopieren
Krimp ölçüm satırı bulunamadı (rowname: {0}).,Crimp-Messlinie nicht gefunden (Zeilenname: {0}).
Krimp ölçümü eklendi,Crimpmessung hinzugefügt
Krimp ölçümü güncellendi,Crimpmessung aktualisiert
Krimp ölçümü kopyalandı ve eklendi,Crimpmaß kopiert und hinzugefügt
Krimp ölçümü silindi,Crimpmessung gelöscht
Kritik hata: {0},Kritischer Fehler: {0}
Kısayollar,Verknüpfungen
Kısmen Faturalandırıldı,Teilweise abgerechnet
Log kaydını açmak için tıklayın.,"Klicken Sie hier, um den Protokolldatensatz zu öffnen."
Lütfen KTA Çalışma Kartı Ayarları panelinden 'Hurda Gider Hesabı' bilgisini tanımlayın.,Bitte definieren Sie die Informationen zum „Abfallkostenkonto“ im Bereich „KTA-Personalzeiterfassungneinstellungen“.
Lütfen bakım kontrolünü onaylayın.,Bitte bestätigen Sie die Wartungsprüfung.
Lütfen bir hurda nedeni seçin.,Bitte wählen Sie einen Ausschussgrund aus.
Lütfen bir parça seçin.,Bitte wählen Sie ein Stück aus.
Lütfen bir şablon seçin.,Bitte wählen Sie eine Vorlage aus.
Lütfen geçerli bir miktar girin.,Bitte geben Sie einen gültigen Betrag ein.
Lütfen makine seçin.,Bitte Maschine auswählen.
MOQ Uyarısı,MOQ-Hinweis
Makine Arıza Bildirimi,Benachrichtigung über Maschinenfehler
Makine Günlük Bakım,Tägliche Wartung der Maschine
Makine No,Maschinennr.
Makine numarasını yazarak seçin (ör: M 1),Wählen Sie durch Eingabe der Maschinennummer (z. B. M 1) aus.
Makine ve Kalıp,Maschine und Form
Makine:,Maschine:
Miktar,Menge
Miktar:,Menge:
Motor Devir,Motorgeschwindigkeit
Mükerrer Kayıt,Doppelte Registrierung
Mükerrer Kayıt Engeli,Verhinderung doppelter Registrierungen
Müşteri,Kunde
Müşteri Grubu,Kundengruppe
Müşteri Grubu seçildiğinde Üretim Sahası (Plant Floor) zorunludur.,"Die Werksebene ist obligatorisch, wenn die Kundengruppe ausgewählt ist."
Neden:,Wovon:
Net Dakika,Nettominuten
"Net Süre: {0}', [frm.doc.net_calisma_suresi]), 'cyan","Nettodauer: {0}', [frm.doc.net_work_duration]), 'cyan"
Net Çalışma (dk),Netzwerkarbeit (min.)
Not Açıklama,Hinweisbeschreibung
Notlar (İsteğe Bağlı),Notizen (optional)
Numune Sayısı,Anzahl der Proben
Oluştur,Erstellen
Oluşturulan SO,SO erstellt
Oluşturulma,Schaffung
Onay,Genehmigung
Onay Bekliyor,Ausstehende Genehmigung
Onayla ve Kaydet,Genehmigen und Speichern
Onaylandı,Genehmigt
Onaylayan,Genehmigt von
Onaylıyorum,Ich stimme zu
Operasyon,Vorgang
Operasyon zorunludur,Die Bedienung ist Pflicht
Operatör,Bediener
Ortalama ({0}),Durchschnitt ({0})
Parametreler,Parameter
Parametreler yükleniyor...,Parameter werden geladen...
Parça Numarası,Teilenummer
Parça Numarası (Item) boş olamaz.,Teilenummer (Artikel) darf nicht leer sein.
Periyot,Zeitraum
Proses Parametreleri,Prozessparameter
QC güncelleme yetkiniz yok.,Sie verfügen nicht über die Berechtigung zur QC-Aktualisierung.
Radüs Mevcut,Radius verfügbar
Ramp-up (Önden Üretim) Yapılsın mı?,Sollte ein Ramp-up durchgeführt werden?
Ramp-up Süresi (Hafta),Hochlaufzeit (Wochen)
Reddedildi,Abgelehnt
Reddedilmiş çalışma kartında işlem yapılamaz.,Mit einer abgelehnten Personalzeiterfassung können keine Transaktionen durchgeführt werden.
SUT barkodu için etiket bulunamadı: {0},Für den SUT-Barcode wurde kein Label gefunden: {0}
SUT için Stok Defteri Kaydı bulunamadı: {0},Für SUT: {0} wurde kein Lagerbucheintrag gefunden.
Sadece Hazır durumundaki işlemler başlatılabilir.,Es können nur Prozesse im Status „Bereit“ gestartet werden.
Sadece Teslim Edilmemişler,Einfach nicht geliefert
Sadece Varsayılan Reçeteler (BOM),Nur Standard-Stücklisten (BOM)
Sadece durdurulmuş bir işlem devam ettirilebilir.,Nur ein gestoppter Prozess kann fortgesetzt werden.
Sadece varsayılan reçeteleri (BOM) arar.,Es wird nur nach Standardrezepten (BOM) gesucht.
Sadece ürün kartında varsayılan olarak tanımlanmış aktif reçeteleri listeler.,"Es werden nur aktive Rezepte aufgelistet, die standardmäßig in der Produktkarte definiert sind."
Satınalma Siparişi (Satınalma Siparişi) {0} için ERPNext'te Satış Siparişi bulunamadı. Manuel oluşturulmalı.,Für die Bestellung (Purchase Order) {0} wurde in ERPNext kein Kundenauftrag gefunden. Es muss manuell erstellt werden.
"Satınalma Siparişi (Satınalma Siparişi) {0}, Ürün {1} için yeni Satış Siparişi manuel oluşturulmalı.","Bestellung (Purchase Order) {0}, neue Kundenbestellung für Produkt {1} muss manuell erstellt werden."
"Satınalma Siparişi (Satınalma Siparişi) {0}, Ürün {1} için yeni teslimat satırı eklenmelidir. Manuel işlem gerekli.","Für die Bestellung (Purchase Order) {0}, Produkt {1} sollte eine neue Lieferzeile hinzugefügt werden. Manuelle Bedienung erforderlich."
"Satır {0} — <b>{1}</b>: Rate değeri <b>{2} {3}</b> kabul edilemez. Kaynak belgeden beklenen: <b>{4} {5}</b> (Sapma: %{6}, izin verilen: %{7}). Fiyatı düzeltin veya önce satın alma siparişini güncelleyin.","Zeile {0} – <b>{1}</b>: Der Bewertungswert <b>{2} {3}</b> ist inakzeptabel. Vom Quelldokument erwartet: <b>{4} {5}</b> (Abweichung: {6} %, zulässig: {7} %). Korrigieren Sie zunächst den Preis oder aktualisieren Sie die Bestellung."
Satır {0}: {1} için Taraf Tipi ve Taraf zorunludur,Seitentyp und Seite sind für Zeile {0} erforderlich: {1}
Satış Siparişi Güncelleme Listesi,Aktualisierungsliste für Kundenaufträge
Satış Siparişi Güncelleme kaydı bulunamadı: {0},Kein Datensatz zur Auftragsaktualisierung gefunden: {0}
Satış Siparişi Güncelleme referansı belirtilmedi.,Es wurde keine Referenz zur Aktualisierung des Kundenauftrags angegeben.
Satış Siparişi Güncelleme seçilmedi.,„Kundenauftragsaktualisierung“ ist nicht ausgewählt.
Satış Siparişi Güncelleme tarihi seçilmeden belge oluşturulamaz.,Ohne Auswahl des Aktualisierungsdatums für den Kundenauftrag kann kein Dokument erstellt werden.
Satış Siparişi Güncelleme İşlemleri,Transaktionen zur Aktualisierung von Kundenaufträgen
Satış Siparişi içinde eşleşen ürün bulunamadı.,Im Kundenauftrag wurden keine passenden Produkte gefunden.
Satış Siparişi senkronizasyonu kuyruğa alındı.,Die Synchronisierung von Kundenaufträgen befindet sich in der Warteschlange.
Satış Siparişinde hiç ürün yok.,Der Kundenauftrag enthält keine Produkte.
Satış Siparişleri güncelleniyor...,Kundenaufträge werden aktualisiert...
Satış Siparişlerini Senkronize Et,Kundenaufträge synchronisieren
Satış siparişlerinde tedarik değerlendirilirken hata oluştu: {0},Fehler bei der Bewertung des Angebots für Kundenaufträge: {0}
Sayım listeleri arka planda oluşturuluyor. İşlem tamamlandığında bildirim alacaksınız.,"Zähllisten werden im Hintergrund erstellt. Sie erhalten eine Benachrichtigung, wenn der Vorgang abgeschlossen ist."
Sayım listeleri oluşturuluyor...,Volkszählungslisten werden erstellt...
Senkronizasyon Sonucu,Synchronisierungsergebnis
Senkronizasyon Tamamlandı,Synchronisierung abgeschlossen
Senkronizasyon kuyruğa alındı,Synchronisierung in der Warteschlange
Seç,Auswählen
"Seçilen IDC kodu uygun değil. (item_group=120-IDC Connector veya 110-Connector, custom_ara_malzeme_grubu=HAMMADDE olmalı)","Der ausgewählte IDC-Code ist nicht geeignet. (item_group=120-IDC Connector oder 110-Connector, custom_ara_malzeme_grubu=ROHMATERIAL)"
Seçilen depo bir grup olmalıdır,Das ausgewählte Repository muss eine Gruppe sein
Seçilen hammadde ({0}) iş emri BOM'unda bu aşama için izin verilmiyor.,Der ausgewählte Rohstoff ({0}) ist für diese Phase in der Arbeitsauftragsstückliste nicht zulässig.
Seçilen varlığın Makine No alanı dolu değil.,Das Feld „Maschinen-ID“ der ausgewählten Entität ist nicht ausgefüllt.
Seçilen İş Emri bulunamadı: {0},Ausgewählter Arbeitsauftrag nicht gefunden: {0}
Seçilen İş Kartı bulunamadı: {0},Ausgewählte Jobkarte nicht gefunden: {0}
"Seçilen İş Kartı, seçtiğiniz İş Emri\'ne ait değil. Lütfen doğru kartı seçin.",Die ausgewählte Jobkarte gehört nicht zu dem von Ihnen ausgewählten Arbeitsauftrag. Bitte wählen Sie die richtige Karte aus.
Sil,Löschen
Silinen Satır (SO iptal edildi ve silindi),Gelöschte Zeile (SO abgebrochen und gelöscht)
Silme Engeli,Löschsperre
Sistem kaydı olan '{0}' silinemez.,Der Systemdatensatz „{0}“ kann nicht gelöscht werden.
Sistemde {0} numarasına sahip bir makine/varlık bulunamadı.,Im System wurde keine Maschine/Einheit mit der Nummer {0} gefunden.
Stok Girişi için birden fazla Giriş Türü İşlem bulundu: {0},Für den Aktieneintrag wurde mehr als eine Eintragstyp-Transaktion gefunden: {0}
Stok Uzlaştırma Panosu,Dashboard zur Bestandsabstimmung
Süre:,Dauer:
Sıfır Tüketimi Göster,Nullverbrauch anzeigen
Sınıflandırma,Einstufung
Tamamlanan Miktar,Abgeschlossene Menge
Tamamlanan miktar negatif olamaz.,Der abgeschlossene Betrag darf nicht negativ sein.
Tamamlanan miktar sayısal olmalıdır.,Der abgeschlossene Betrag muss numerisch sein.
Tamamlandı,Vollendet
Tarih Aralığı,Datumsbereich
Tarih:,Geschichte:
Taslak,Entwurf
Tedarik başlık belgesinde değerlendirme verisi bulunamadı,Im Beschaffungskopfbeleg wurden keine Bewertungsdaten gefunden
Tedarik için bakiye bulunamadı: {0},Für den Vorrat wurde kein Guthaben gefunden: {0}
Tek belge sonuca hakim,Ein Dokument dominiert das Ergebnis
Tek depoda toplandı,In einem Lager gesammelt
